trial name,items,id,type,threads,completion time,service time,bandwidth,speedup,scalability,efficiency
door1080-h1-3iter-stream,924,1,ff_pipe_f,28,12551724,13584.11,0,4.98,6.42,.17
door1080-h1-3iter-stream,924,1,ff_pipe_f,29,21466532,23232.17,0,2.91,3.75,.10
door1080-h1-3iter-stream,924,1,ff_pipe_f,30,21574650,23349.18,0,2.90,3.73,.09
door1080-h1-3iter-stream,924,1,ff_pipe_f,31,20675801,22376.40,0,3.02,3.89,.09
door1080-h1-3iter-stream,924,1,ff_pipe_f,32,18160647,19654.37,0,3.44,4.44,.10

door1080-h1-3iter-stream,924,2,seq,1,58451090,63258.75,0,1,1,1
door1080-h1-3iter-stream,924,2,ff,1,58490281,63301.16,0,.99,1.00,.99
door1080-h1-3iter-stream,924,2,ff,2,42874951,46401.46,0,1.36,1.36,.68
door1080-h1-3iter-stream,924,2,ff,3,32242255,34894.21,0,1.81,1.81,.60
door1080-h1-3iter-stream,924,2,ff,4,24180452,26169.32,0,2.41,2.41,.60
door1080-h1-3iter-stream,924,2,ff,5,19560974,21169.88,0,2.98,2.99,.59
door1080-h1-3iter-stream,924,2,ff,6,16471967,17826.80,0,3.54,3.55,.59
door1080-h1-3iter-stream,924,2,ff,7,14436487,15623.90,0,4.04,4.05,.57
door1080-h1-3iter-stream,924,2,ff,8,12447525,13471.34,0,4.69,4.69,.58
door1080-h1-3iter-stream,924,2,ff,9,11379426,12315.39,0,5.13,5.14,.57
door1080-h1-3iter-stream,924,2,ff,10,10490067,11352.88,0,5.57,5.57,.55
door1080-h1-3iter-stream,924,2,ff,11,9554999,10340.90,0,6.11,6.12,.55
door1080-h1-3iter-stream,924,2,ff,12,8912453,9645.51,0,6.55,6.56,.54
door1080-h1-3iter-stream,924,2,ff,13,8470802,9167.53,0,6.90,6.90,.53
door1080-h1-3iter-stream,924,2,ff,14,7887509,8536.26,0,7.41,7.41,.52
door1080-h1-3iter-stream,924,2,ff,15,7548636,8169.51,0,7.74,7.74,.51
door1080-h1-3iter-stream,924,2,ff,16,7429003,8040.04,0,7.86,7.87,.49
door1080-h1-3iter-stream,924,2,ff,17,7871001,8518.39,0,7.42,7.43,.43
door1080-h1-3iter-stream,924,2,ff,18,7656038,8285.75,0,7.63,7.63,.42
door1080-h1-3iter-stream,924,2,ff,19,7570154,8192.80,0,7.72,7.72,.40
door1080-h1-3iter-stream,924,2,ff,20,8072746,8736.73,0,7.24,7.24,.36
door1080-h1-3iter-stream,924,2,ff,21,7990308,8647.51,0,7.31,7.32,.34
door1080-h1-3iter-stream,924,2,ff,22,8784948,9507.51,0,6.65,6.65,.30
door1080-h1-3iter-stream,924,2,ff,23,8368268,9056.56,0,6.98,6.98,.30
door1080-h1-3iter-stream,924,2,ff,24,8100677,8766.96,0,7.21,7.22,.30
door1080-h1-3iter-stream,924,2,ff,25,8068576,8732.22,0,7.24,7.24,.28
door1080-h1-3iter-stream,924,2,ff,26,8040322,8701.64,0,7.26,7.27,.27
door1080-h1-3iter-stream,924,2,ff,27,8698749,9414.23,0,6.71,6.72,.24
door1080-h1-3iter-stream,924,2,ff,28,8975852,9714.12,0,6.51,6.51,.23
door1080-h1-3iter-stream,924,2,ff,29,8382006,9071.43,0,6.97,6.97,.24
door1080-h1-3iter-stream,924,2,ff,30,9036995,9780.29,0,6.46,6.47,.21
door1080-h1-3iter-stream,924,2,ff,31,18407924,19921.99,0,3.17,3.17,.10
door1080-h1-3iter-stream,924,2,ff,32,18022502,19504.87,0,3.24,3.24,.10
door1080-h1-3iter-stream,924,2,ff_acc,1,56815010,61488.10,0,1.02,1.00,1.02
door1080-h1-3iter-stream,924,2,ff_acc,2,31165002,33728.35,0,1.87,1.82,.93
door1080-h1-3iter-stream,924,2,ff_acc,3,31476675,34065.66,0,1.85,1.80,.61
door1080-h1-3iter-stream,924,2,ff_acc,4,23877019,25840.92,0,2.44,2.37,.61
door1080-h1-3iter-stream,924,2,ff_acc,5,19384415,20978.80,0,3.01,2.93,.60
door1080-h1-3iter-stream,924,2,ff_acc,6,16192350,17524.18,0,3.60,3.50,.60
door1080-h1-3iter-stream,924,2,ff_acc,7,14269307,15442.97,0,4.09,3.98,.58
door1080-h1-3iter-stream,924,2,ff_acc,8,12522462,13552.44,0,4.66,4.53,.58
door1080-h1-3iter-stream,924,2,ff_acc,9,11244427,12169.29,0,5.19,5.05,.57
door1080-h1-3iter-stream,924,2,ff_acc,10,10215038,11055.23,0,5.72,5.56,.57
door1080-h1-3iter-stream,924,2,ff_acc,11,9620336,10411.61,0,6.07,5.90,.55
door1080-h1-3iter-stream,924,2,ff_acc,12,8952118,9688.43,0,6.52,6.34,.54
door1080-h1-3iter-stream,924,2,ff_acc,13,8355284,9042.51,0,6.99,6.79,.53
door1080-h1-3iter-stream,924,2,ff_acc,14,7818706,8461.80,0,7.47,7.26,.53
door1080-h1-3iter-stream,924,2,ff_acc,15,7425703,8036.47,0,7.87,7.65,.52
door1080-h1-3iter-stream,924,2,ff_acc,16,7579342,8202.75,0,7.71,7.49,.48
door1080-h1-3iter-stream,924,2,ff_acc,17,7466212,8080.31,0,7.82,7.60,.46
door1080-h1-3iter-stream,924,2,ff_acc,18,7273327,7871.56,0,8.03,7.81,.44
door1080-h1-3iter-stream,924,2,ff_acc,19,7671843,8302.86,0,7.61,7.40,.40
door1080-h1-3iter-stream,924,2,ff_acc,20,7658955,8288.91,0,7.63,7.41,.38
door1080-h1-3iter-stream,924,2,ff_acc,21,7868698,8515.90,0,7.42,7.22,.35
door1080-h1-3iter-stream,924,2,ff_acc,22,8109808,8776.84,0,7.20,7.00,.32
door1080-h1-3iter-stream,924,2,ff_acc,23,7714072,8348.56,0,7.57,7.36,.32
door1080-h1-3iter-stream,924,2,ff_acc,24,8208910,8884.10,0,7.12,6.92,.29
door1080-h1-3iter-stream,924,2,ff_acc,25,7906127,8556.41,0,7.39,7.18,.29
door1080-h1-3iter-stream,924,2,ff_acc,26,8312633,8996.35,0,7.03,6.83,.27
door1080-h1-3iter-stream,924,2,ff_acc,27,8844396,9571.85,0,6.60,6.42,.24
door1080-h1-3iter-stream,924,2,ff_acc,28,8717983,9435.04,0,6.70,6.51,.23
door1080-h1-3iter-stream,924,2,ff_acc,29,8529823,9231.41,0,6.85,6.66,.23
door1080-h1-3iter-stream,924,2,ff_acc,30,9367359,10137.83,0,6.23,6.06,.20
door1080-h1-3iter-stream,924,2,ff_acc,31,9838956,10648.22,0,5.94,5.77,.19
door1080-h1-3iter-stream,924,2,ff_acc,32,17023024,18423.18,0,3.43,3.33,.10
door1080-h1-3iter-stream,924,2,ff_deman,1,84725989,91694.79,0,.68,1.00,.68
door1080-h1-3iter-stream,924,2,ff_deman,2,44066974,47691.53,0,1.32,1.92,.66
door1080-h1-3iter-stream,924,2,ff_deman,3,31188822,33754.13,0,1.87,2.71,.62
door1080-h1-3iter-stream,924,2,ff_deman,4,22706234,24573.84,0,2.57,3.73,.64
door1080-h1-3iter-stream,924,2,ff_deman,5,18840926,20390.61,0,3.10,4.49,.62
door1080-h1-3iter-stream,924,2,ff_deman,6,16428424,17779.67,0,3.55,5.15,.59
door1080-h1-3iter-stream,924,2,ff_deman,7,14042324,15197.32,0,4.16,6.03,.59
door1080-h1-3iter-stream,924,2,ff_deman,8,12350889,13366.76,0,4.73,6.85,.59
door1080-h1-3iter-stream,924,2,ff_deman,9,11021354,11927.87,0,5.30,7.68,.58
door1080-h1-3iter-stream,924,2,ff_deman,10,10092111,10922.19,0,5.79,8.39,.57
door1080-h1-3iter-stream,924,2,ff_deman,11,9346785,10115.56,0,6.25,9.06,.56
door1080-h1-3iter-stream,924,2,ff_deman,12,8946129,9681.95,0,6.53,9.47,.54
door1080-h1-3iter-stream,924,2,ff_deman,13,8208197,8883.33,0,7.12,10.32,.54
door1080-h1-3iter-stream,924,2,ff_deman,14,7510854,8128.62,0,7.78,11.28,.55
door1080-h1-3iter-stream,924,2,ff_deman,15,7324930,7927.41,0,7.97,11.56,.53
door1080-h1-3iter-stream,924,2,ff_deman,16,7429074,8040.12,0,7.86,11.40,.49
door1080-h1-3iter-stream,924,2,ff_deman,17,7219560,7813.37,0,8.09,11.73,.47
door1080-h1-3iter-stream,924,2,ff_deman,18,7148078,7736.01,0,8.17,11.85,.45
door1080-h1-3iter-stream,924,2,ff_deman,19,7724313,8359.64,0,7.56,10.96,.39
door1080-h1-3iter-stream,924,2,ff_deman,20,7331744,7934.78,0,7.97,11.55,.39
door1080-h1-3iter-stream,924,2,ff_deman,21,7671130,8302.08,0,7.61,11.04,.36
door1080-h1-3iter-stream,924,2,ff_deman,22,8598459,9305.69,0,6.79,9.85,.30
door1080-h1-3iter-stream,924,2,ff_deman,23,7945749,8599.29,0,7.35,10.66,.31
door1080-h1-3iter-stream,924,2,ff_deman,24,8341986,9028.12,0,7.00,10.15,.29
door1080-h1-3iter-stream,924,2,ff_deman,25,8852318,9580.43,0,6.60,9.57,.26
door1080-h1-3iter-stream,924,2,ff_deman,26,8196261,8870.41,0,7.13,10.33,.27
